,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
26,PNB,EQ,20-06-2017,147.25,146.9,147.6,143.5,144.05,143.9,144.66,11058383,1599745029,47839,4668493,42.22,6,2017,155.8070467,-0.022750424,Slight or no chnage
27,PNB,EQ,21-06-2017,143.9,144.1,146.65,143.5,146.15,146.2,145.79,6615254,964436954.9,49075,1607645,24.3,6,2017,155.6128894,0.015983322,Slight or no chnage
28,PNB,EQ,22-06-2017,146.2,146.95,147.9,144.75,145.35,145.55,146.58,4476023,656117024.6,26433,877736,19.61,6,2017,155.4771412,-0.004445964,Slight or no chnage
29,PNB,EQ,23-06-2017,145.55,145.75,146.55,142.1,144.1,143.9,144.08,6011716,866189019.7,36711,1388169,23.09,6,2017,155.271116,-0.011336311,Slight or no chnage
30,PNB,EQ,27-06-2017,143.9,144.4,144.4,135.6,136.2,137,137.82,11185507,1541598359,56355,1918992,17.16,6,2017,154.6855252,-0.047949965,Slight or no chnage
31,PNB,EQ,28-06-2017,137,134.4,138.25,132.65,136.6,136.5,136.05,10796349,1468875924,53240,1259571,11.67,6,2017,154.1398364,-0.003649635,Slight or no chnage
32,PNB,EQ,29-06-2017,136.5,138,139.75,134.8,138.1,138.05,137.11,9372758,1285095595,35607,2593740,27.67,6,2017,153.7313358,0.011355311,Slight or no chnage
33,PNB,EQ,30-06-2017,138.05,136.85,138.6,135.5,136.6,137.3,137.38,5476662,752375712.6,24323,738785,13.49,6,2017,153.4911392,-0.005432814,Slight or no chnage
34,PNB,EQ,03-07-2017,137.3,137.5,140,136.6,139.55,139.25,137.99,4541871,626729516.5,27851,1007586,22.18,7,2017,153.3205606,0.014202476,Slight or no chnage
35,PNB,EQ,04-07-2017,139.25,139.4,140.35,135.8,135.85,136.55,137.96,4799590,662130388,23419,999998,20.84,7,2017,153.11094,-0.019389587,Slight or no chnage
36,PNB,EQ,05-07-2017,136.55,136.4,137.6,135.25,136.6,136.6,136.59,6423645,877404578.4,31076,1765608,27.49,7,2017,152.839277,0.000366166,Slight or no chnage
37,PNB,EQ,06-07-2017,136.6,140.45,144.2,139.75,143.5,143.3,142.35,16877517,2402481653,77265,4314027,25.56,7,2017,152.4439822,0.049048316,Slight or no chnage
38,PNB,EQ,07-07-2017,143.3,143.6,144.8,142.45,144,144.2,143.77,6501418,934695017.9,33965,1583305,24.35,7,2017,152.314454,0.00628053,Slight or no chnage
39,PNB,EQ,10-07-2017,144.2,148,154.25,145.1,153.1,153.25,152.52,6737212,1027572512,31366,2308584,34.27,7,2017,152.3294422,0.062760055,Slight or no chnage
40,PNB,EQ,11-07-2017,153.25,154.35,155.1,148.7,149.4,149.4,152.06,10977204,1669203805,58220,3247898,29.59,7,2017,152.2549192,-0.025122349,Slight or no chnage
41,PNB,EQ,12-07-2017,149.4,149.85,152.9,148.4,152.7,152.35,150.8,7270322,1096351388,43114,1219587,16.77,7,2017,152.2564946,0.019745649,Slight or no chnage
42,PNB,EQ,13-07-2017,152.35,153.9,154.95,151,152.25,152.25,152.56,5383408,821293131.8,28742,706397,13.12,7,2017,152.2564159,-0.000656383,Slight or no chnage
43,PNB,EQ,14-07-2017,152.25,150,154.9,150,153.5,153.65,152.86,7808933,1193669216,40336,1174858,15.05,7,2017,152.2804937,0.009195402,Slight or no chnage
44,PNB,EQ,17-07-2017,153.65,153.35,154,151.5,153.2,152.9,152.64,7437053,1135184931,25801,2580884,34.7,7,2017,152.2905226,-0.004881224,Slight or no chnage
45,PNB,EQ,18-07-2017,152.9,152.9,158.95,151.9,155.8,154.85,156.41,12397695,1939177079,63499,2193026,17.69,7,2017,152.3577787,0.012753434,Slight or no chnage
46,PNB,EQ,19-07-2017,154.85,156.6,158.85,155.65,158.5,158.3,157.11,6062912,952563276.1,30248,1226640,20.23,7,2017,152.4331706,0.022279625,Slight or no chnage
47,PNB,EQ,20-07-2017,158.3,156.95,158.7,155.9,157.5,156.75,157.25,5441983,855750198.7,27241,765148,14.06,7,2017,152.4817776,-0.009791535,Slight or no chnage
48,PNB,EQ,21-07-2017,156.75,158,159.7,155.95,158.3,158.25,158.11,6926819,1095198030,33064,1499002,21.64,7,2017,152.5632803,0.009569378,Slight or no chnage
49,PNB,EQ,24-07-2017,158.25,158.5,163.4,158,161.5,161.3,161.32,8443748,1362127922,40919,1493556,17.69,7,2017,152.7112128,0.019273302,Slight or no chnage
50,PNB,EQ,25-07-2017,161.3,162.25,164.3,161.35,162.9,162.95,162.79,6869914,1118345156,34026,1818693,26.47,7,2017,152.8503482,0.010229386,Slight or no chnage
51,PNB,EQ,26-07-2017,162.95,162.5,163.7,158.1,158.55,158.9,161.25,8868577,1430080320,38957,2965878,33.44,7,2017,152.9546446,-0.02485425,Slight or no chnage
