,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
52,PNB,EQ,27-07-2017,158.9,159.95,160.9,153.5,155.15,154.15,156.8,11133709,1745793992,46308,3068462,27.56,7,2017,152.979968,-0.029893014,Slight or no chnage
53,PNB,EQ,28-07-2017,154.15,154,159.45,153,159.2,158.85,157.18,7759390,1219593960,34575,1706445,21.99,7,2017,153.0653741,0.030489783,Slight or no chnage
54,PNB,EQ,31-07-2017,158.85,154.9,163.4,154.35,162.7,162.3,160.44,13159766,2111394261,60702,3007727,22.86,7,2017,153.2877572,0.021718602,Slight or no chnage
55,PNB,EQ,01-08-2017,162.3,163.8,164.2,157,157.3,157.5,158.88,11446128,1818579760,56178,2601717,22.73,8,2017,153.374175,-0.029574861,Slight or no chnage
56,PNB,EQ,02-08-2017,157.5,159,162.2,157.35,157.85,158.95,159.57,31565886,5036922633,128703,4175010,13.23,8,2017,153.6727525,0.009206349,Slight or no chnage
57,PNB,EQ,03-08-2017,158.95,157.85,157.85,148.2,148.8,149.3,152.43,19702626,3003207925,95685,4736496,24.04,8,2017,153.5313261,-0.060710915,Slight or no chnage
58,PNB,EQ,04-08-2017,149.3,149.05,152.35,147.9,151.25,151.05,150.75,12895805,1944011310,67955,3110595,24.12,8,2017,153.4798879,0.011721366,Slight or no chnage
59,PNB,EQ,07-08-2017,151.05,151.3,153,151.05,152,152.1,152.13,5372108,817262134.1,32456,1165851,21.7,8,2017,153.4680736,0.006951341,Slight or no chnage
60,PNB,EQ,08-08-2017,152.1,153,153,145.5,148.85,148.8,148.66,11529949,1714088808,40487,1924997,16.7,8,2017,153.3838417,-0.021696252,Slight or no chnage
61,PNB,EQ,09-08-2017,148.8,148.5,150.3,146.5,147.75,148.3,148.69,7478797,1112015545,33269,621976,8.32,8,2017,153.3250275,-0.003360215,Slight or no chnage
62,PNB,EQ,10-08-2017,148.3,147.5,148.3,140.15,144.2,143.15,145.12,8506146,1234402067,37306,825204,9.7,8,2017,153.192883,-0.034726905,Slight or no chnage
63,PNB,EQ,11-08-2017,143.15,139,144.6,137.45,140.05,140.35,141.5,14050916,1988243139,69893,3081937,21.93,8,2017,152.9231528,-0.019559902,Slight or no chnage
64,PNB,EQ,14-08-2017,140.35,141.5,143.8,140.35,143.35,143.2,142.22,5282514,751283516.3,30158,1107335,20.96,8,2017,152.8469809,0.020306377,Slight or no chnage
65,PNB,EQ,16-08-2017,143.2,143.9,149.1,140.7,148.8,147.55,143.77,8003091,1150585706,39086,807207,10.09,8,2017,152.7848499,0.030377095,Slight or no chnage
66,PNB,EQ,17-08-2017,147.55,148.1,150.1,145.5,146.35,146.3,147.76,8384523,1238916848,35949,1326789,15.82,8,2017,152.7061278,-0.008471705,Slight or no chnage
67,PNB,EQ,18-08-2017,146.3,144,144.5,140.7,141.8,142.15,142.17,9195713,1307342822,50483,1441031,15.67,8,2017,152.5674317,-0.02836637,Slight or no chnage
68,PNB,EQ,21-08-2017,142.15,143,143.9,136.8,137.6,137.6,140.59,9064019,1274294900,50025,2188902,24.15,8,2017,152.3760705,-0.032008442,Slight or no chnage
69,PNB,EQ,22-08-2017,137.6,139,139.5,135.65,138.2,138,137.56,9256850,1273395513,53563,987686,10.67,8,2017,152.190779,0.002906977,Slight or no chnage
70,PNB,EQ,23-08-2017,138,139,143.1,138.25,142.6,142.65,141.41,9488136,1341696842,59355,1438038,15.16,8,2017,152.06638,0.033695652,Slight or no chnage
71,PNB,EQ,24-08-2017,142.65,141.5,145.5,140.25,143.9,144.3,142.72,8742823,1247799862,46316,1451701,16.6,8,2017,151.974179,0.011566772,Slight or no chnage
72,PNB,EQ,28-08-2017,144.3,144.3,145.95,143.95,144.9,144.85,144.79,5356187,775547858.1,39925,1568571,29.29,8,2017,151.9227381,0.003811504,Slight or no chnage
73,PNB,EQ,29-08-2017,144.85,143.25,145.4,140.25,141,141,142.97,6956667,994610565.7,54584,1965266,28.25,8,2017,151.8212542,-0.02657922,Slight or no chnage
74,PNB,EQ,30-08-2017,141,142.25,143.35,141.3,143.05,142.5,142.43,4286281,610515829.9,18619,1301616,30.37,8,2017,151.7681975,0.010638298,Slight or no chnage
75,PNB,EQ,31-08-2017,142.5,142.6,145,141.4,143.8,143.8,142.83,8964249,1280355814,34594,3323063,37.07,8,2017,151.6744587,0.009122807,Slight or no chnage
76,PNB,EQ,01-09-2017,143.8,144.1,145.8,143.9,144.3,144.45,144.78,5319966,770221192.4,22288,930797,17.5,9,2017,151.6243701,0.004520167,Slight or no chnage
77,PNB,EQ,04-09-2017,144.45,144.5,145.4,141.6,142.5,142.65,143.36,4522734,648361092,20150,346679,7.67,9,2017,151.5717833,-0.012461059,Slight or no chnage
78,PNB,EQ,05-09-2017,142.65,143.3,143.9,142.4,143.55,143.6,143.38,3193574,457905020.4,14574,372378,11.66,9,2017,151.5389351,0.006659657,Slight or no chnage
79,PNB,EQ,06-09-2017,143.6,142.25,142.6,138.35,138.7,139,139.87,12625243,1765901861,43368,5719430,45.3,9,2017,151.3379511,-0.032033426,Slight or no chnage
80,PNB,EQ,07-09-2017,139,140.4,140.4,137.55,139,138.95,138.98,8834660,1227860779,37615,2411057,27.29,9,2017,151.2005449,-0.000359712,Slight or no chnage
81,PNB,EQ,08-09-2017,138.95,139.4,139.8,137.1,137.75,137.85,138.24,4807096,664550906.7,22975,686279,14.28,9,2017,151.1204536,-0.007916517,Slight or no chnage
82,PNB,EQ,11-09-2017,137.85,138.9,139.5,137.75,138.3,138.15,138.6,3593970,498110788.4,19592,728489,20.27,9,2017,151.0625387,0.002176279,Slight or no chnage
83,PNB,EQ,12-09-2017,138.15,139.4,142,138,141.7,141.5,140.58,7355454,1034054077,44047,2264538,30.79,9,2017,150.9759439,0.024249005,Slight or no chnage
84,PNB,EQ,13-09-2017,141.5,141.95,144.8,141.15,143.35,143,143.42,6517642,934782219.1,33534,1821470,27.95,9,2017,150.912453,0.010600707,Slight or no chnage
85,PNB,EQ,14-09-2017,143,143,145.8,143,145.35,145.25,144.77,6985935,1011374692,32205,2035250,29.13,9,2017,150.8645483,0.015734266,Slight or no chnage
86,PNB,EQ,15-09-2017,145.25,144.2,146.4,143.6,144.05,144.65,144.71,5237646,757929785.4,23604,1317793,25.16,9,2017,150.8253788,-0.004130809,Slight or no chnage
87,PNB,EQ,18-09-2017,144.65,146,147.3,144.5,144.7,144.75,145.75,4089953,596106281,25242,1412985,34.55,9,2017,150.7956236,0.000691324,Slight or no chnage
88,PNB,EQ,19-09-2017,144.75,145.5,145.5,141.9,143.8,143.9,143.57,3878878,556906222.9,22619,438332,11.3,9,2017,150.7637422,-0.005872193,Slight or no chnage
89,PNB,EQ,20-09-2017,143.9,144,146.45,142.75,144.85,144.8,144.56,9509565,1374724266,31589,5119640,53.84,9,2017,150.6969013,0.006254343,Slight or no chnage
90,PNB,EQ,21-09-2017,144.8,144.2,145.7,141.35,141.8,141.8,142.6,4955855,706717489.5,24068,1053354,21.25,9,2017,150.6452369,-0.020718232,Slight or no chnage
91,PNB,EQ,22-09-2017,141.8,141.7,141.7,137.05,137.6,137.7,139.11,4339014,603615262.8,22869,918627,21.17,9,2017,150.5797534,-0.028913963,Slight or no chnage
92,PNB,EQ,25-09-2017,137.7,137.5,138.5,133.35,137.6,137.65,135.95,5005117,680437122.2,24593,720903,14.4,9,2017,150.5047451,-0.000363108,Slight or no chnage
93,PNB,EQ,26-09-2017,137.65,137.5,138.25,135.5,136.35,136.65,136.89,4156603,569002187,24906,908520,21.86,9,2017,150.4383167,-0.007264802,Slight or no chnage
94,PNB,EQ,27-09-2017,136.65,137.3,138.2,132.05,132.7,132.65,135.23,5049669,682851209.2,25195,1010710,20.02,9,2017,150.3353035,-0.029271862,Slight or no chnage
95,PNB,EQ,28-09-2017,132.65,132.8,133.9,130.2,130.75,130.75,131.98,6456704,852152232.2,28453,1167092,18.08,9,2017,150.1913468,-0.014323407,Slight or no chnage
96,PNB,EQ,29-09-2017,130.75,131.9,132.75,128.4,129.5,129.05,130.59,5696269,743878930.2,28838,1745159,30.64,9,2017,150.0551374,-0.013001912,Slight or no chnage
97,PNB,EQ,03-10-2017,129.05,130.85,131,128.2,129.4,129.6,129.32,6869737,888372479.4,26257,2788540,40.59,10,2017,149.8974254,0.004261914,Slight or no chnage
98,PNB,EQ,04-10-2017,129.6,129.9,132.2,129,130.35,129.95,130.43,4823213,629089708.4,22348,728220,15.1,10,2017,149.7900262,0.002700617,Slight or no chnage
99,PNB,EQ,05-10-2017,129.95,130.4,133.3,130,132.7,132.35,131.88,5435195,716800457.7,24369,1371152,25.23,10,2017,149.6848511,0.018468642,Slight or no chnage
100,PNB,EQ,06-10-2017,132.35,133,137.9,132.95,137.3,137.05,135.37,7521348,1018163150,30974,2808888,37.35,10,2017,149.5802811,0.0355119,Slight or no chnage
101,PNB,EQ,09-10-2017,137.05,137,137.85,135.15,137.2,137.3,136.67,4262474,582541535.1,17463,832841,19.54,10,2017,149.5229515,0.001824152,Slight or no chnage
102,PNB,EQ,10-10-2017,137.3,137.5,137.8,136.2,137,137,136.99,2373107,325099530.2,12433,413582,17.43,10,2017,149.4904872,-0.002184996,Slight or no chnage
103,PNB,EQ,11-10-2017,137,138,138.8,130.8,131,131.7,134.49,5753051,773714431.6,28557,1589050,27.62,10,2017,149.3793787,-0.038686131,Slight or no chnage
104,PNB,EQ,12-10-2017,131.7,132,134.3,129.95,133.7,133.8,132.13,5371109,709689630.3,24211,426446,7.94,10,2017,149.2890658,0.01594533,Slight or no chnage
105,PNB,EQ,13-10-2017,133.8,133.8,136.75,132.4,135,135,135.08,5481433,740413015.7,27510,567323,10.35,10,2017,149.2050284,0.00896861,Slight or no chnage
106,PNB,EQ,16-10-2017,135,135.45,136.35,132,134.2,133.85,133.95,4427314,593027108.9,20451,413209,9.33,10,2017,149.1324334,-0.008518519,Slight or no chnage
107,PNB,EQ,17-10-2017,133.85,133.8,136.8,133.35,134.45,134.4,134.94,4220328,569495838.5,18787,410807,9.73,10,2017,149.066336,0.004109077,Slight or no chnage
108,PNB,EQ,18-10-2017,134.4,133.1,133.85,130.4,131.25,130.9,132.06,6126357,809057945.7,28499,1700486,27.76,10,2017,148.9487884,-0.026041667,Slight or no chnage
109,PNB,EQ,19-10-2017,130.9,131,131.5,128.8,129.3,129.55,130,1148287,149282881.2,6684,490653,42.73,10,2017,148.9252898,-0.010313216,Slight or no chnage
110,PNB,EQ,23-10-2017,129.55,129.6,131.9,129,131.35,131,130.3,4381410,570896084.4,21648,799135,18.24,10,2017,148.84282,0.01119259,Slight or no chnage
111,PNB,EQ,24-10-2017,131,131.5,141.7,131,137.6,138.2,137.72,13692564,1885737338,63629,2547558,18.61,10,2017,148.691966,0.054961832,Slight or no chnage
112,PNB,EQ,25-10-2017,138.2,152,206.55,152,205.75,202.05,188.41,166547247,31378580984,539330,51280258,30.79,10,2017,156.5384367,0.462011577,Slight or no chnage
113,PNB,EQ,26-10-2017,202.05,212,231.45,201.1,218,213.6,213.21,124669249,26580974703,530017,10942333,8.78,10,2017,162.1967502,0.057164068,Slight or no chnage
114,PNB,EQ,27-10-2017,213.6,214,214,195.25,197.3,196.65,202.24,39213574,7930594969,185993,4697019,11.98,10,2017,163.2388559,-0.079353933,Slight or no chnage
115,PNB,EQ,30-10-2017,196.65,196.8,213,194.75,203.2,203.95,205.59,46136900,9485506633,219912,5565348,12.06,10,2017,164.6378639,0.03712179,Slight or no chnage
116,PNB,EQ,31-10-2017,203.95,203.95,206.9,196.6,197.5,197.15,200.08,27023668,5406962052,131164,3693136,13.67,10,2017,165.2793593,-0.033341505,Slight or no chnage
117,PNB,EQ,01-11-2017,197.15,202,206.3,198.25,199.05,198.9,201.6,28141909,5673452287,141284,7550245,26.83,11,2017,165.956268,0.00887649,Slight or no chnage
118,PNB,EQ,02-11-2017,198.9,199.05,203.5,196.05,197.55,197.45,199.16,20686765,4119909148,96785,4089733,19.77,11,2017,166.415579,-0.007290096,Slight or no chnage
119,PNB,EQ,03-11-2017,197.45,199.25,212,199.1,207.3,207.8,205.11,96398855,19772829282,415429,8992220,9.33,11,2017,169.0491397,0.052418334,Slight or no chnage
120,PNB,EQ,06-11-2017,207.8,206.8,207.6,199.7,201.9,201.2,203.97,21545767,4394627840,104792,4790795,22.24,11,2017,169.5000141,-0.031761309,Slight or no chnage
121,PNB,EQ,07-11-2017,201.2,204.8,204.8,188.65,191.25,190.8,194.91,27782722,5415228848,142432,4790672,17.24,11,2017,169.878345,-0.051689861,Slight or no chnage
122,PNB,EQ,08-11-2017,190.8,192.85,194.85,186.05,191.4,189.05,190.51,22869578,4356887978,105533,3066176,13.41,11,2017,170.1546137,-0.009171908,Slight or no chnage
123,PNB,EQ,09-11-2017,189.05,191.4,196.55,190.5,192.75,192.3,192.73,21212153,4088151897,96368,3453410,16.28,11,2017,170.446703,0.017191219,Slight or no chnage
124,PNB,EQ,10-11-2017,192.3,190,196,187,190,190.1,191.64,26367774,5053183087,130755,4053656,15.37,11,2017,170.7637283,-0.011440458,Slight or no chnage
125,PNB,EQ,13-11-2017,190.1,192,192.45,186.5,187,187.65,189.93,13730302,2607821504,67646,2630797,19.16,11,2017,170.9043868,-0.012887954,Slight or no chnage
126,PNB,EQ,14-11-2017,187.65,188.3,189.95,183.2,184.4,184.05,186.33,14459551,2694318621,64349,2799331,19.36,11,2017,171.0186996,-0.019184652,Slight or no chnage
127,PNB,EQ,15-11-2017,184.05,184.9,187.1,179.15,181.5,180.7,183.15,15478328,2834816725,69248,2387616,15.43,11,2017,171.1079876,-0.018201576,Slight or no chnage
128,PNB,EQ,16-11-2017,180.7,182.4,191.05,180.1,190.1,189.6,186.37,22146185,4127406057,104752,3194215,14.42,11,2017,171.3488255,0.049252905,Slight or no chnage
129,PNB,EQ,17-11-2017,189.6,198,200.9,189.8,190.7,190.8,195.21,28196846,5504318926,119814,4254216,15.09,11,2017,171.6661077,0.006329114,Slight or no chnage
130,PNB,EQ,20-11-2017,190.8,190.7,190.7,186.5,186.85,187.25,188.22,13291834,2501852585,51217,3138947,23.62,11,2017,171.7850218,-0.01860587,Slight or no chnage
131,PNB,EQ,21-11-2017,187.25,188.95,191.7,185.3,186,186.3,188.39,13806005,2600897756,56938,1994964,14.45,11,2017,171.8991594,-0.005073431,Slight or no chnage
132,PNB,EQ,22-11-2017,186.3,187,192.95,183.5,188.8,189.2,188.68,23941016,4517211162,117836,3075572,12.85,11,2017,172.1318999,0.015566291,Slight or no chnage
133,PNB,EQ,23-11-2017,189.2,189.3,189.6,184.95,186.5,186.5,187.06,14256077,2666704700,60880,2069311,14.52,11,2017,172.2460816,-0.014270613,Slight or no chnage
134,PNB,EQ,24-11-2017,186.5,187,189.2,185.05,185.95,186.1,187.07,11782239,2204079810,47651,2330427,19.78,11,2017,172.3364786,-0.002144772,Slight or no chnage
135,PNB,EQ,27-11-2017,186.1,184.95,186.65,182.85,185.2,185.85,184.91,10556535,1952047693,41208,1892143,17.92,11,2017,172.4150225,-0.001343364,Slight or no chnage
136,PNB,EQ,28-11-2017,185.85,186.7,187.85,182.8,183,183.7,185.79,13720114,2549118691,51303,2012049,14.66,11,2017,172.4996307,-0.011568469,Slight or no chnage
137,PNB,EQ,29-11-2017,183.7,184.1,184.7,180.5,181.35,181.6,182.85,9800911,1792107394,37943,2087025,21.29,11,2017,172.5481104,-0.011431682,Slight or no chnage
138,PNB,EQ,30-11-2017,181.6,180.9,180.9,175.35,176.85,176.1,177.99,17254860,3071193398,58439,4421454,25.62,11,2017,172.5811132,-0.030286344,Slight or no chnage
139,PNB,EQ,01-12-2017,176.1,177.1,178,170.1,170.3,171.5,175.02,13167162,2304467392,56914,2011155,15.27,12,2017,172.5735016,-0.026121522,Slight or no chnage
140,PNB,EQ,04-12-2017,171.5,171.9,174.35,169.5,174.35,173.2,171.89,12795662,2199478122,51153,1574344,12.3,12,2017,172.5777589,0.009912536,Slight or no chnage
141,PNB,EQ,05-12-2017,173.2,172.4,177.8,170.65,176.15,175.95,174.25,17498518,3049113011,72040,2606801,14.9,12,2017,172.6088083,0.015877598,Slight or no chnage
142,PNB,EQ,06-12-2017,175.95,175.4,175.8,170.95,171.4,172.1,173.76,12381441,2151458031,62519,1849411,14.94,12,2017,172.605515,-0.021881216,Slight or no chnage
143,PNB,EQ,07-12-2017,172.1,172.1,175.8,172.05,173.75,173.9,174.13,11340699,1974770839,43984,1886537,16.64,12,2017,172.6131442,0.010459035,Slight or no chnage
144,PNB,EQ,08-12-2017,173.9,174.35,175.3,172,172.5,172.7,173.28,8766071,1518963726,32946,1064991,12.15,12,2017,172.6135381,-0.006900518,Slight or no chnage
145,PNB,EQ,11-12-2017,172.7,174.05,175.3,171.85,172.45,172.95,173.65,7926307,1376388514,30049,1158751,14.62,12,2017,172.6149122,0.001447597,Slight or no chnage
146,PNB,EQ,12-12-2017,172.95,172.9,176.25,170.3,173.25,173.7,173.88,16854655,2930762144,54422,3208099,19.03,12,2017,172.6242538,0.004336513,Slight or no chnage
147,PNB,EQ,13-12-2017,173.7,173,173.7,166.45,167.55,167.8,170.5,11545396,1968443896,41534,1354898,11.74,12,2017,172.5959709,-0.033966609,Slight or no chnage
148,PNB,EQ,14-12-2017,167.8,169,170.65,166.15,169.4,169.6,168.43,12678906,2135480361,49678,1252261,9.88,12,2017,172.5768054,0.010727056,Slight or no chnage
149,PNB,EQ,15-12-2017,169.6,172.1,173.95,170.75,171.9,171.6,172.06,8768732,1508723209,40774,1504714,17.16,12,2017,172.5725029,0.011792453,Slight or no chnage
150,PNB,EQ,18-12-2017,171.6,168,180.6,161.85,179.9,178.75,175.67,27671940,4861255269,108770,3367532,12.17,12,2017,172.6571941,0.041666667,Slight or no chnage
151,PNB,EQ,19-12-2017,178.75,180.85,181,176.35,178.65,178.75,178.87,13603472,2433234854,60439,2263855,16.64,12,2017,172.6979825,0,Slight or no chnage
152,PNB,EQ,20-12-2017,178.75,171.9,172.8,169.4,170.55,170.5,170.92,63640511,10877210732,182756,33358997,52.42,12,2017,172.6312351,-0.046153846,Slight or no chnage
153,PNB,EQ,21-12-2017,170.5,171,174.9,170.5,173.15,173.5,172.95,18059283,3123435646,74660,6087753,33.71,12,2017,172.6386577,0.017595308,Slight or no chnage
154,PNB,EQ,22-12-2017,173.5,173.9,177.15,172.15,175.7,175.95,175.19,22577624,3955459551,70337,5996166,26.56,12,2017,172.6736536,0.014121037,Slight or no chnage
155,PNB,EQ,26-12-2017,175.95,175.9,175.9,172.55,174.2,174.3,174.13,9993708,1740158641,44496,2567892,25.7,12,2017,172.6812263,-0.009377664,Slight or no chnage
156,PNB,EQ,27-12-2017,174.3,174.2,177.7,172.7,173,174.1,175.22,14740959,2582954206,55758,4521155,30.67,12,2017,172.6909041,-0.001147447,Slight or no chnage
157,PNB,EQ,28-12-2017,174.1,173.25,174.5,170,170.25,170.8,171.37,18945479,3246686026,53890,8648072,45.65,12,2017,172.6744709,-0.018954624,Slight or no chnage
158,PNB,EQ,29-12-2017,170.8,171.8,173.65,170.65,171.55,171.4,172,9789074,1683721287,46985,2654665,27.12,12,2017,172.6687736,0.003512881,Slight or no chnage
159,PNB,EQ,01-01-2018,171.4,172.95,173.4,168.9,169.7,169.75,171.31,7869149,1348032197,35893,1423821,18.09,1,2018,172.6583223,-0.009626604,Slight or no chnage
160,PNB,EQ,02-01-2018,169.75,170.5,170.9,165.4,166.15,166.4,167.26,13729132,2296383278,54266,3567217,25.98,1,2018,172.6194681,-0.019734904,Slight or no chnage
161,PNB,EQ,03-01-2018,166.4,168,169.3,166.2,166.5,166.6,167.66,8534233,1430884734,36317,1413490,16.56,1,2018,172.5963268,0.001201923,Slight or no chnage
162,PNB,EQ,04-01-2018,166.6,167.35,179.7,165.4,178,176.45,172.88,31613344,5465302502,121680,9106491,28.81,1,2018,172.6504357,0.059123649,Slight or no chnage
163,PNB,EQ,05-01-2018,176.45,180.4,180.5,175.4,176.05,176,177.47,15500426,2750899296,64260,2886355,18.62,1,2018,172.6733378,-0.002550298,Slight or no chnage
164,PNB,EQ,08-01-2018,176,177.05,178.15,175.1,175.65,175.7,176.41,7302294,1288170169,37673,2078930,28.47,1,2018,172.6830557,-0.001704545,Slight or no chnage
165,PNB,EQ,09-01-2018,175.7,175.3,177.9,174.05,174.55,174.65,176.09,11152776,1963904063,42093,1919693,17.21,1,2018,172.692654,-0.005976096,Slight or no chnage
166,PNB,EQ,10-01-2018,174.65,174.45,174.9,170,170.1,170.65,171.9,9021131,1550728455,44835,2239225,24.82,1,2018,172.6846231,-0.022902949,Slight or no chnage
167,PNB,EQ,11-01-2018,170.65,170.3,173.6,169.55,173.3,172.75,171.84,8683986,1492224624,35136,2854421,32.87,1,2018,172.6848696,0.012305889,Slight or no chnage
168,PNB,EQ,12-01-2018,172.75,173.5,174.9,171.45,174.5,174.2,173.3,11223630,1945015985,48951,3181557,28.35,1,2018,172.6922171,0.008393632,Slight or no chnage
169,PNB,EQ,15-01-2018,174.2,174.95,175.85,171.85,172.05,172.15,173.69,7104648,1234018256,31984,1377316,19.39,1,2018,172.6905578,-0.011768083,Slight or no chnage
170,PNB,EQ,16-01-2018,172.15,172.25,172.95,165.1,165.7,165.55,168.39,11916843,2006678920,52318,4407267,36.98,1,2018,172.6540909,-0.038338658,Slight or no chnage
171,PNB,EQ,17-01-2018,165.55,165.5,177,162.65,176.5,175.55,170.24,25299752,4307074228,112693,6443514,25.47,1,2018,172.6851524,0.060404712,Slight or no chnage
172,PNB,EQ,18-01-2018,175.55,180.7,182.75,168.65,170.35,170.5,176.38,32923946,5807099731,122684,9442984,28.68,1,2018,172.6550712,-0.028766733,Slight or no chnage
173,PNB,EQ,19-01-2018,170.5,170.8,178,169.35,176.9,176.4,174.6,21519974,3757406128,82002,2831150,13.16,1,2018,172.6884674,0.034604106,Slight or no chnage
174,PNB,EQ,22-01-2018,176.4,176.1,177.3,172.2,176.2,176,174.99,11370450,1989668155,53117,1499109,13.18,1,2018,172.7039976,-0.002267574,Slight or no chnage
175,PNB,EQ,23-01-2018,176,176.05,187.8,175.25,186,185.8,182.22,28176767,5134408466,126351,7040900,24.99,1,2018,172.8544439,0.055681818,Slight or no chnage
176,PNB,EQ,24-01-2018,185.8,185.25,196.35,182.1,195.45,194.65,189.78,50753260,9631897382,202903,7838343,15.44,1,2018,173.2963078,0.047631862,Slight or no chnage
177,PNB,EQ,25-01-2018,194.65,197,197,180,181.4,180.9,184.93,45808402,8471233858,168212,10313389,22.51,1,2018,173.4329395,-0.07063961,Slight or no chnage
178,PNB,EQ,29-01-2018,180.9,181.7,182.35,172.6,173,173.95,176.95,18481283,3270351905,82440,3354700,18.15,1,2018,173.436661,-0.038419016,Slight or no chnage
179,PNB,EQ,30-01-2018,173.95,173.3,175.9,171.4,172.25,172.65,173.47,16914910,2934151012,78294,1998243,11.81,1,2018,173.4315129,-0.007473412,Slight or no chnage
180,PNB,EQ,31-01-2018,172.65,171.5,175.2,168.8,170.9,171.35,171.88,15313331,2632087999,76747,2136398,13.95,1,2018,173.4192533,-0.007529684,Slight or no chnage
181,PNB,EQ,01-02-2018,171.35,172.8,174.6,166,167.2,167.55,170.02,15801115,2686546720,74929,4161682,26.34,2,2018,173.3837991,-0.022176831,Slight or no chnage
182,PNB,EQ,02-02-2018,167.55,165,168.7,160.5,161.15,161.85,164.21,17622089,2893756743,85551,2400486,13.62,2,2018,173.3066182,-0.034019696,Slight or no chnage
183,PNB,EQ,05-02-2018,161.85,158,166.2,156.9,165.65,163.7,162.22,20688955,3356103403,88499,3269743,15.8,2,2018,173.2317338,0.011430337,Slight or no chnage
184,PNB,EQ,06-02-2018,163.7,151.25,164.7,151.25,161.75,161.05,158.28,27530912,4357606883,117860,4436913,16.12,2,2018,173.1066706,-0.016188149,Slight or no chnage
185,PNB,EQ,07-02-2018,161.05,163.95,164.9,155.6,156,156.55,158.77,22887593,3633758190,103251,5142271,22.47,2,2018,172.9665563,-0.027941633,Slight or no chnage
186,PNB,EQ,08-02-2018,156.55,157,161.5,156.6,159.3,159.35,159.2,16358889,2604349044,63972,1784870,10.91,2,2018,172.8846889,0.01788566,Slight or no chnage
187,PNB,EQ,09-02-2018,159.35,156,158,155.3,156.9,156.8,156.68,9608396,1505453377,47395,1547723,16.11,2,2018,172.8280881,-0.01600251,Slight or no chnage
188,PNB,EQ,12-02-2018,156.8,157.05,163.95,156.5,161.65,161.65,161.33,15391679,2483130194,68171,2437712,15.84,2,2018,172.7654308,0.030931122,Slight or no chnage
189,PNB,EQ,14-02-2018,161.65,158.95,158.95,144.65,144.85,145.85,150.09,68396778,10265480651,315536,13406936,19.6,2,2018,172.1112923,-0.097742035,Slight or no chnage
190,PNB,EQ,15-02-2018,145.85,137.6,139.7,125.25,127.05,128.25,133.68,177112217,23677110121,626019,27841783,15.72,2,2018,169.514384,-0.120671923,Slight or no chnage
191,PNB,EQ,16-02-2018,128.25,125.6,128.4,120.55,126.1,125.55,124.06,156691203,19439883928,511094,9467950,6.04,2,2018,167.3261216,-0.021052632,Slight or no chnage
192,PNB,EQ,19-02-2018,125.55,122,123.5,113.55,115.1,116.5,117.83,130898125,15424098084,418683,13365682,10.21,2,2018,165.2971244,-0.072082836,Slight or no chnage
193,PNB,EQ,20-02-2018,116.5,113.9,118.45,111,117.05,116.55,114.45,146638863,16782659492,431522,9478929,6.46,2,2018,163.2104299,0.000429185,Slight or no chnage
194,PNB,EQ,21-02-2018,116.55,118.15,119.5,115.55,116.85,117.3,117.04,67541786,7905306572,210984,3540111,5.24,2,2018,162.3227321,0.006435006,Slight or no chnage
195,PNB,EQ,22-02-2018,117.3,114.6,116.8,113.7,114.05,114.6,115.42,45302555,5228609748,126277,7027850,15.51,2,2018,161.7117434,-0.023017903,Slight or no chnage
196,PNB,EQ,23-02-2018,114.6,114.4,116.95,112.3,113.5,113.45,114.54,45035931,5158582677,152663,5295387,11.76,2,2018,161.1052101,-0.010034904,Slight or no chnage
197,PNB,EQ,26-02-2018,113.45,115,115,110.15,111.9,112,112.49,42608524,4793114219,141319,7574532,17.78,2,2018,160.5282002,-0.012780961,Slight or no chnage
198,PNB,EQ,27-02-2018,112,106.8,106.8,96.05,97.55,98.35,100.48,202069429,20303938484,534476,33795117,16.72,2,2018,157.2461397,-0.121875,Slight or no chnage
199,PNB,EQ,28-02-2018,98.35,93.6,102.4,92,101.4,101.4,97.03,210781693,20451980887,517399,13508390,6.41,2,2018,154.3316906,0.031011693,Slight or no chnage
200,PNB,EQ,01-03-2018,101.4,100.7,103.75,98.8,100.8,101.05,101.45,122105493,12387413737,343292,6325364,5.18,3,2018,152.7681519,-0.003451677,Slight or no chnage
201,PNB,EQ,05-03-2018,101.05,99.9,102.4,98.8,99.1,100.1,100.54,59237515,5955997777,181694,8341803,14.08,3,2018,152.028885,-0.009401286,Slight or no chnage
202,PNB,EQ,06-03-2018,100.1,101,102,96.8,96.95,97.85,99.86,43475662,4341282008,132969,3243523,7.46,3,2018,151.4764495,-0.022477522,Slight or no chnage
203,PNB,EQ,07-03-2018,97.85,96,96.9,94.05,95.1,95.5,95.48,52573179,5019751898,147265,6595180,12.54,3,2018,150.7946562,-0.024016352,Slight or no chnage
204,PNB,EQ,08-03-2018,95.5,96.15,97.45,94.3,96.5,96.65,95.85,34680221,3324263839,99274,2448666,7.06,3,2018,150.3630922,0.012041885,Slight or no chnage
205,PNB,EQ,09-03-2018,96.65,97.4,97.65,95,95.1,95.6,96.22,30239013,2909548291,85408,2739254,9.06,3,2018,149.9851239,-0.010863942,Slight or no chnage
